CountryCode,PostCode,Lat,Lon
FR,05560,44.590770150000026,6.7134061140000085
FR,05600,44.67576539999999,6.68142603299998
FR,06470,44.14265360000002,6.850709771000027
FR,06480,43.68733124900001,7.0927239040000245
FR,06500,43.80801930000001,7.479239592999988
FR,06510,43.80356855000002,7.129344844000002
FR,06520,43.656182049999984,6.931432101999974
FR,06530,43.64892014999998,6.815343274999975
FR,06540,43.964166499999976,7.539309805000016
FR,06550,43.585312999999985,6.948058559999993
FR,06560,43.62694090100001,7.023900830000002
FR,06570,43.6929174,7.126817968000012
FR,06580,43.58830569999998,6.919340179000017
FR,06590,43.49899190000002,6.931101232999993
FR,06600,43.58235324999998,7.103163709
FR,06610,43.71755365000001,7.158215679000023
FR,06620,43.759289799999976,6.963506397000003
FR,06640,43.76180605000002,7.13520526100001
FR,06650,43.669402832,7.010653962999982
FR,06660,44.259808299999975,6.897135701000025
FR,06670,43.83096190100002,7.232270949999986
FR,06690,43.788098649999995,7.268909095000026
FR,06700,43.68613375000001,7.183131317999994
FR,06710,43.94859845000002,7.0650190349999775
FR,06730,43.74557709999999,7.289566182999977
FR,06740,43.663545699999986,6.970593045999976
FR,06750,43.775907400999984,6.750409706000028
FR,06790,43.776694099999986,7.243377114999987
FR,06800,43.67129165,7.148461832999999
FR,06810,43.61074350000001,6.9098320130000275
FR,06830,43.87018395000001,7.148332104000019
FR,06850,43.846991549999984,6.751913257000012
FR,06910,43.86715134999997,6.947177957000008
FR,06950,43.75341125,7.264477422000027
FR,07000,44.741497400000014,4.562626088000002
FR,07100,45.257849599999986,4.643720923999979
FR,07110,44.552186344999996,4.1987526230000185
FR,07120,44.4515897,4.322068863000027
FR,07130,44.933035099999984,4.817038342999979
FR,07140,44.45143760100001,4.0721678360000055
FR,07150,44.39488749999998,4.395743072000016
FR,07160,44.89926785099999,4.417031074000022
FR,07170,44.57526009999998,4.469537596999999
FR,07190,44.818883200000016,4.485546267000018
FR,07200,44.60649239000003,4.3451919269999735
FR,07210,44.69252460000001,4.675747973
FR,07220,44.47062734999997,4.660580990000028
FR,07230,44.458961128,4.21580634999998
FR,07240,44.895863099999985,4.6554285749999735
FR,07250,44.76796215000002,4.7328609479999955
FR,07260,44.54580205000002,4.087198633000014
FR,07270,44.993998250000004,4.6356213130000015
FR,07290,45.15415404999999,4.609264514000017
FR,07300,45.069858650000015,4.802598359000001
FR,07310,44.912681650000025,4.281981028000018
FR,07320,45.03197695,4.403103052000006
FR,07330,44.67636270000003,4.120870955999976
FR,07340,45.28421050899999,4.779882020999992
FR,07350,44.655728598999985,4.755958711999995
FR,07360,44.81674705099999,4.662415043999999
FR,07370,45.168998250000016,4.765995778999979
FR,07380,44.649251549999974,4.2670989549999945
FR,07400,44.571487601,4.645720891999986
FR,07410,45.077486850000014,4.632951644000002
FR,07430,45.26011134999999,4.722625897
FR,07440,44.945802249999986,4.734732830999974
FR,07450,44.761992299999974,4.233502551000015
FR,07460,44.34427679999999,4.189876744999992
FR,07470,44.819738599999994,4.053671366999993
FR,07500,44.929961150999986,4.8650575149999895
FR,05700,44.384565099999975,5.687881006999987
FR,05800,44.787896950000004,6.112502434000021
FR,06000,43.702802099999985,7.243687374999979
FR,06100,43.702802099999985,7.243687374999979
FR,06110,43.5745728,7.010063548000005
FR,06130,43.656182049999984,6.931432101999974
FR,06140,43.75853185,7.081184743999984
FR,06150,43.55507500099998,7.002816352000025
FR,06160,43.58235324999998,7.103163709
FR,06190,43.76388854999999,7.4617857029999755
FR,06200,43.702802099999985,7.243687374999979
FR,06210,43.53340435000001,6.915463016999979
FR,06220,43.579126099999996,7.058270723000021
FR,06230,43.698825750000026,7.327760517999991
FR,06240,43.74709825000002,7.4227846
FR,06250,43.59305834999998,7.004705910999974
FR,06260,43.978308949999985,6.924998791000007
FR,06270,43.64703474999999,7.1023950410000225
FR,06300,43.702802099999985,7.243687374999979
FR,06310,43.70793090000001,7.330893678999985
FR,06320,43.74233005000002,7.391661144000011
FR,06330,43.672232399999984,7.055813001999979
FR,06340,43.75329959999999,7.346357317000013
FR,06360,43.72972675,7.36122713200001
FR,06370,43.61910605000003,6.9661169959999825
FR,06380,43.91886794999999,7.425467663000006
FR,06390,43.83802235000002,7.309748793999972
FR,06400,43.55507500099998,7.002816352000025
FR,06410,43.62724780100001,7.083509608999975
FR,06420,44.072843482999986,7.131539583000006
FR,06430,44.08963515099998,7.569603283999982
FR,06440,43.851652050999974,7.372785546999978
FR,06450,44.00377350000002,7.328611927999987
FR,06460,43.71314295899998,6.827320653000015
FR,01000,46.203628400000014,5.222546229999978
FR,01090,46.091534249999995,4.785916504999989
FR,01100,46.24441975000002,5.652162959000009
FR,01110,45.98585459999998,5.5665215500000045
FR,01120,45.86999615000002,5.038756605999993
FR,01130,46.188065549999976,5.715315533000023
FR,01140,46.167034950000016,4.8499796410000044
FR,01150,45.86837000000003,5.280240989999982
FR,01160,46.06245725100001,5.313149268000018
FR,01170,46.33579215100002,6.026572681999994
FR,01190,46.43348474999999,4.963334867000015
FR,01851,46.34538435000002,5.246921274999977
FR,01960,46.150056500000005,5.171808795000004
FR,01990,46.074654700999986,4.901563109999984
FR,02000,49.54755849999998,3.6071580299999937
FR,01200,46.155445199999974,5.8029747040000075
FR,01210,46.27560975,6.091918635000013
FR,01220,46.36199924900001,6.131946266999989
FR,01230,45.93419345000001,5.4635757429999785
FR,01240,46.09310694999999,5.142142275000026
FR,01250,46.22984769999999,5.420462600000008
FR,01260,45.99476475,5.689735220999978
FR,01270,46.38691325000002,5.311622508000028
