CountryCode,PostCode,Lat,Lon
CY,4716,34.815999999999974,32.87540000000001
CY,4730,34.84719999999999,32.912300000000016
CY,4740,34.84370000000001,32.91039999999998
CY,4741,34.851200000000006,32.94889999999998
CY,4742,34.83179999999999,32.88979999999998
CY,8548,34.85000000000002,32.508500000000026
CY,8549,34.8861,32.50709999999998
CY,8550,34.88780000000003,32.481299999999976
CY,8552,34.87259999999998,32.5582
CY,8570,34.864599999999996,32.419899999999984
CY,2953,35.15440000000001,32.606299999999976
CY,2954,35.156799999999976,32.716499999999996
CY,2955,35.17750000000001,32.61200000000002
CY,2956,35.167899999999975,32.73719999999997
CY,2957,35.14580000000001,32.745600000000024
CY,2958,35.18810000000002,32.63240000000002
CY,2959,35.18040000000002,32.6309
CY,8010,34.778804295999976,32.425107379999986
CY,8011,34.77577386500002,32.43118997800002
CY,8015,34.778341333000014,32.412981961000014
CY,8016,34.78371469799998,32.414223832000005
CY,8020,34.787593120999986,32.42956323200002
CY,8021,34.78417865199998,32.435070576999976
CY,8027,34.77737737299998,32.43741928600002
CY,8028,34.772848453999984,32.435828920000006
CY,8035,34.76741122599998,32.43580574800001
CY,8036,34.778445764000026,32.43054449300001
CY,8041,34.75748586499998,32.41857540900003
CY,8042,34.75319268499999,32.423823544000015
CY,8046,34.768085977,32.41456200599998
CY,8047,34.772852941,32.423758437000004
CY,8048,34.775514835000024,32.42744863799999
CY,8049,34.76334350500002,32.41860074300001
CY,8200,34.76331042200002,32.449639667999975
CY,8201,34.759828519999985,32.450120244000004
CY,8220,34.79786592800002,32.41107883799998
CY,8221,34.797099038,32.41306850500001
CY,8250,34.80359173699998,32.42148887399998
CY,8300,34.78204725699999,32.46137568300003
CY,8507,34.73135679699999,32.520108569
CY,8560,34.872487483999976,32.37055793899998
CY,8577,34.84063518900001,32.43218539600002
CY,2376,35.188331027000004,33.32049814099997
CY,1120,35.18365274199999,33.354155048999985
CY,1150,35.17765869499999,33.358965695999984
CY,8203,34.75076376499999,32.43959974500001
CY,"9600
",35.31642017399997,33.082285668
CY,8202,34.75982739099999,32.43653981099999
CY,1160,35.17887446499998,33.365128594
CY,1130,35.191424496000025,33.36206936399998
CY,2385,35.189131884999995,33.32726180700001
CY,1140,35.18683199700001,33.364348001999986
CY,7499,34.877744862999975,33.61789184100002
CY,8204,34.74056461599997,32.43768278599998
CY,7130,34.883479935000025,33.622698791000005
CY,7120,34.961197760999994,33.573528641999985
CY,3033,34.68551760700001,33.019237616
CY,8551,34.89212168099999,32.47668833199998
CY,5280,35.039499999999975,33.98180000000002
CY,5281,35.039499999999975,33.98180000000002
CY,5282,35.039499999999975,33.98180000000002
CY,5283,35.039499999999975,33.98180000000002
CY,5285,35.039499999999975,33.98180000000002
CY,5286,35.039499999999975,33.98180000000002
CY,5288,35.039499999999975,33.98180000000002
CY,5292,35.039499999999975,33.98180000000002
CY,5295,35.039499999999975,33.98180000000002
CY,5296,35.039499999999975,33.98180000000002
CY,5297,35.039499999999975,33.98180000000002
CY,5521,35.10019999999997,33.86149999999998
CY,5522,35.10019999999997,33.86149999999998
CY,5523,35.10019999999997,33.86149999999998
CY,5524,35.06383255899999,33.89869314499998
CY,5525,35.10019999999997,33.86149999999998
CY,5540,35.10469999999998,33.68099999999998
CY,5560,35.1198,33.716999999999985
CY,5561,35.1198,33.716999999999985
CY,5562,35.133399999999995,33.65559999999999
CY,5563,35.09640000000002,33.79399999999998
CY,5564,35.10270000000003,33.7158
CY,5565,35.10849999999999,33.750699999999995
CY,5566,35.07400000000001,33.76220000000001
CY,5567,35.157100000000014,33.7011
CY,5568,35.16640000000001,33.63920000000002
CY,5600,35.259799999999984,33.731899999999996
CY,5320,35.00880000000001,33.892600000000016
CY,5350,35.0412,33.92239999999998
CY,5370,35.02460000000002,33.945899999999995
CY,5391,35.02620000000002,33.95179999999999
CY,5500,35.05520000000001,33.78390000000002
CY,5520,35.10019999999997,33.86149999999998
CY,5620,35.230500000000006,33.8005
CY,5621,35.213379874,33.88064920300002
CY,5622,35.32060000000001,33.710500000000025
CY,5623,35.210699999999974,33.826599999999985
CY,5624,35.230500000000006,33.8005
CY,5625,35.2826,33.68779999999998
CY,5626,35.259799999999984,33.78629999999998
CY,5627,35.16269999999997,33.88319999999999
CY,5628,35.199599999999975,33.858600000000024
CY,5629,35.21179999999998,33.77690000000001
CY,5630,35.33260000000001,33.6893
CY,5631,35.240099999999984,33.78019999999998
CY,5632,35.22500000000002,33.768899999999974
CY,5633,35.21780000000001,33.761000000000024
CY,5634,35.226699999999994,33.75959999999998
CY,5635,35.175400000000025,33.7577
CY,5636,35.22500000000002,33.768899999999974
CY,5637,35.21039999999999,33.800700000000006
CY,5638,35.1721,33.83370000000002
CY,5650,35.22289999999998,33.61779999999999
CY,5651,35.30529999999999,33.604600000000005
CY,5652,35.20330000000001,33.587800000000016
CY,5653,35.24430000000001,33.64659999999998
CY,5654,35.254700000000014,33.601200000000006
CY,5655,35.2174,33.69810000000001
CY,5656,35.26479999999998,33.66039999999998
CY,5657,35.28280000000001,33.57299999999998
CY,5658,35.192999999999984,33.640600000000006
CY,5659,35.18270000000001,33.726699999999994
CY,5660,35.31,33.6336
CY,5661,35.25380000000001,33.68729999999999
CY,5700,35.28629999999998,33.891700000000014
CY,5720,35.3408,33.96859999999998
CY,5721,35.38929999999999,34.014700000000005
CY,5722,35.3288,33.928200000000004
CY,5723,35.365999999999985,34.02879999999999
CY,5724,35.23660000000001,33.8605
CY,5725,35.35480000000001,33.962699999999984
